Titulo;Autor;Interprete;Tom;Categoria;Categoria rotulo;Link da letra;Link da cifra;Link de referencia;Observacao;Ativo
BENDITO SEJAIS SENHOR;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/bendito-sejais-senhor/;https://www.cifraclub.com.br/cancao-nova/bendito-sejais-senhor/;https://www.youtube.com/results?search_query=Canção+Nova+Bendito+Sejais+Senhor;Pós-comunhão / oração / ação de graças;Sim
BENDITO SEJAS;CNBB / Música Litúrgica;CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Missa do Crisma;Sim
BENDITO SEJAS TU;José Alves;José Alves;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=abwQk_33zJA;Entrada / Santíssima Trindade;Sim
BENDITO SEJAS, SENHOR;Frei Fabretti;Frei Fabretti;C;OFERTORIO;Apresentação das Oferendas;https://www.cifraclub.com.br/frei-fabretti/bendito-sejas-senhor/;https://www.cifraclub.com.br/frei-fabretti/bendito-sejas-senhor/;;Apresentação das oferendas / Trigo, vinho e oferta da vida;Sim
BENDIZEI NOSSO DEUS;Reginaldo Veloso;Reginaldo Veloso;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=BzRnFAp599Y;Entrada / Santíssima Trindade;Sim
CADA DIA;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/cada-dia/;https://www.cifraclub.com.br/davidson-silva/cada-dia/;https://www.youtube.com/results?search_query=Davidson+Silva+Cada+Dia;Pós-comunhão / oração / ação de graças;Sim
CANTAI AO SENHOR UM NOVO CANTO;"Geraldo Leite Bastos; música: Reginaldo Veloso";Reginaldo Veloso;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Ascensão do Senhor;Sim
CANTE EM PAZ;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/cante-em-paz/;https://www.cifraclub.com.br/adriana/cante-em-paz/;https://www.youtube.com/results?search_query=Adriana+Arydes+Cante+em+Paz;Pós-comunhão / oração / ação de graças;Sim
CANTO FINAL - MISSA SERTANEJA;Maestro Marino Cafundó;Grupo Musical Dom Valioso;E;FINAL;Final;https://www.cifraclub.com.br/grupo-musical-dom-valioso/canto-final-missa-sertaneja/;https://www.cifraclub.com.br/grupo-musical-dom-valioso/canto-final-missa-sertaneja/;https://www.youtube.com/results?search_query=Grupo+Musical+Dom+Valioso+CANTO+FINAL+-+MISSA+SERTANEJA;Canto final / levar ao mundo o amor recebido na celebração;Sim
CANTO NOVO;Davidson Silva;Davidson Silva;;ENTRADA;Entrada;https://www.cifraclub.com.br/davidson-silva/canto-novo/;https://www.cifraclub.com.br/davidson-silva/canto-novo/;https://www.youtube.com/results?search_query=Davidson+Silva+Canto+Novo;Entrada / acolhida da assembleia;Sim
CANÇÃO NOVA;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/cancao-nova/;https://www.cifraclub.com.br/cancao-nova/cancao-nova/;https://www.youtube.com/results?search_query=Canção+Nova+Canção+Nova;Pós-comunhão / oração / ação de graças;Sim
CELEBRAMOS O AMOR;Ministério Amor e Adoração;Ministério Amor e Adoração;;ENTRADA;Entrada;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/celebramos-o-amor/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/celebramos-o-amor/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Celebramos+o+Amor;Entrada / acolhida da assembleia;Sim
CELEBRAR;Salette Ferreira;Salette Ferreira;;ENTRADA;Entrada;;;;Entrada / celebração;Sim
CHAGAS ABERTAS;Padre Fábio de Melo;Padre Fábio de Melo;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/pe-fabio-de-melo/chagas-abertas/;https://www.cifraclub.com.br/pe-fabio-de-melo/chagas-abertas/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Chagas+Abertas;Pós-comunhão / oração / ação de graças;Sim
CHEIOS DA TUA GLÓRIA;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cheios-da-tua-gloria/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cheios-da-tua-gloria/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Cheios+da+Tua+Glória;Pós-comunhão / oração / ação de graças;Sim
CHEIOS DE FERVOR;COMUNIDADE CATÓLICA SHALOM;COMUNIDADE CATÓLICA SHALOM;Ab;ENTRADA;Entrada;https://www.cifraclub.com.br/comunidade-catolica-shalom/cheios-de-fervor/;https://www.cifraclub.com.br/comunidade-catolica-shalom/cheios-de-fervor/;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+CHEIOS+DE+FERVOR;Louvor / vida comunitária;Sim
CHUVA DE BENÇÃOS;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/chuva-de-bencaos/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/chuva-de-bencaos/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Chuva+de+Bençãos;Pós-comunhão / oração / ação de graças;Sim
CHUVA DE BÊNÇÃOS;MINISTÉRIO AMOR E ADORAÇÃO;MINISTÉRIO AMOR E ADORAÇÃO;;ENTRADA;Entrada;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/chuva-de-bencaos/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/chuva-de-bencaos/;https://www.youtube.com/results?search_query=Minist%C3%A9rio+Amor+e+Adora%C3%A7%C3%A3o+CHUVA+DE+B%C3%8AN%C3%87%C3%83OS;Louvor / bênção;Sim
COLO DE MÃE;Frei Gilson;Frei Gilson;D;MARIANA;Mariana;https://www.letras.mus.br/frei-gilson/3149676/;https://www.cifraclub.com.br/frei-gilson/colo-de-mae/;;Mariana;Sim
COM ALEGRIA CANTAR;;;;ENTRADA;Entrada;;;;Entrada / alegria da assembleia;Sim
COM ALEGRIA E GRATIDÃO;Ricardo Sabino;Ricardo Sabino;;ENTRADA;Entrada;;;;Entrada / ação de graças;Sim
COM GRANDE ALEGRIA;Ir. Míria T. Kolling;Ir. Míria T. Kolling;;ENTRADA;Entrada;;;;Entrada / alegria;Sim
COM MINHA MÃE ESTAREI;Repertório católico tradicional;Músicas Católicas;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+COM+MINHA+M%C3%83E+ESTAREI;Mariana / devoção filial;Sim
COM PEDRO E COM PAULO;;;;ENTRADA;Entrada;;;;Entrada / São Pedro e São Paulo;Sim
COM TUA MÃO;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/com-tua-mao/;https://www.cifraclub.com.br/davidson-silva/com-tua-mao/;https://www.youtube.com/results?search_query=Davidson+Silva+Com+Tua+Mão;Pós-comunhão / oração / ação de graças;Sim
COMAM DO PÃO;Jacques Berthier;Jacques Berthier;;COMUNHAO;Comunhão;;;;Comunhão / Salmo 18 / Eucaristia;Sim
COMO IREI RETRIBUIR AO MEU SENHOR;CNBB / Música Litúrgica;CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Missa do Crisma / Salmo 115;Sim
COMO SÃO BELOS;Padre Zezinho;Padre Zezinho;;ENTRADA;Entrada;;;;Entrada / missão e anúncio;Sim
COMO TU NÃO HÁ;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/como-tu-nao-ha/;https://www.cifraclub.com.br/davidson-silva/como-tu-nao-ha/;https://www.youtube.com/results?search_query=Davidson+Silva+Como+Tu+Não+Há;Pós-comunhão / oração / ação de graças;Sim
COMO TU, MARIA;Izaías Luciano;Comunidade Católica Shalom;D;MARIANA;Mariana;https://www.cifraclub.com.br/comunidade-catolica-shalom/como-tu-maria/;https://www.cifraclub.com.br/comunidade-catolica-shalom/como-tu-maria/;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+COMO+TU%2C+MARIA;Mariana / Magnificat / disponibilidade e missão;Sim
COMO É BOM SENTIR;Padre Fábio de Melo;Padre Fábio de Melo;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/pe-fabio-de-melo/como-e-bom-sentir/;https://www.cifraclub.com.br/pe-fabio-de-melo/como-e-bom-sentir/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Como+É+Bom+Sentir;Pós-comunhão / oração / ação de graças;Sim
COMO ÉS LINDO;"Walmir Alencar; Fabio De Melo";Vida Reluz;D;COMUNHAO;Comunhão;https://www.cifraclub.com.br/vida-reluz/como-es-lindo/;https://www.cifraclub.com.br/vida-reluz/como-es-lindo/;;Comunhão / mesa e presença eucarística;Sim
COMPROMISSO;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/compromisso/;https://www.cifraclub.com.br/cancao-nova/compromisso/;https://www.youtube.com/results?search_query=Canção+Nova+Compromisso;Pós-comunhão / oração / ação de graças;Sim
CONFESSO A DEUS;Comunidade Recado;Comunidade Recado;;ATO_PENITENCIAL;Ato Penitencial;;;;Ato penitencial / perdão;Sim
CONFESSO A DEUS - ATO PENITENCIAL;Músicas Católicas;Músicas Católicas;A;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/catolicas/confesso-a-deus-ato-penitencial/;https://www.cifraclub.com.br/catolicas/confesso-a-deus-ato-penitencial/;;Ato penitencial / Confiteor;Sim
CONFIA, MINH'ALMA, NO SENHOR;Pe. Joseph Gelineau;Pe. Joseph Gelineau;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Fiéis Defuntos / Salmo 129;Sim
CONFIO EM TI;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/confio-em-ti/;https://www.cifraclub.com.br/davidson-silva/confio-em-ti/;https://www.youtube.com/results?search_query=Davidson+Silva+Confio+em+Ti;Pós-comunhão / oração / ação de graças;Sim
CONFIRMAI, Ó DEUS;Frei Wanderson Freitas;CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;https://www.youtube.com/watch?v=TEeY0Zuytc0;Apresentação das oferendas / Pentecostes;Sim
CONSAGRAÇÃO A NOSSA SENHORA;Repertório católico tradicional;Frei Gilson;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=Frei+Gilson+CONSAGRA%C3%87%C3%83O+A+NOSSA+SENHORA;Mariana / consagração;Sim
CONTEMPLAREI JUSTIFICADO;;;;ENTRADA;Entrada;;;;Entrada / antífona;Sim
CONVOSCO ESTAREI TODOS OS DIAS;Pe. José Weber, SVD;Pe. José Weber, SVD;;COMUNHAO;Comunhão;;;;Comunhão / Ascensão do Senhor;Sim
CORAÇÃO CONTRITO;Flavinho;Flavinho;;ATO_PENITENCIAL;Ato Penitencial;;;;Ato penitencial / reconciliação;Sim
CORAÇÃO DE MÃE;Davidson Silva;Davidson Silva;;MARIANA;Mariana;https://www.cifraclub.com.br/davidson-silva/coracao-de-mae/;https://www.cifraclub.com.br/davidson-silva/coracao-de-mae/;https://www.youtube.com/results?search_query=Davidson+Silva+Coração+de+Mãe;Mariana;Sim
CORAÇÕES ABRASADOS;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/coracoes-abrasados/;https://www.cifraclub.com.br/comunidade-catolica-shalom/coracoes-abrasados/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Corações+Abrasados;Pós-comunhão / oração / ação de graças;Sim
CORDEIRO;Frei Gilson;Frei Gilson;F;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/frei-gilson/cordeiro/;https://www.cifraclub.com.br/frei-gilson/cordeiro/;;Fração do pão;Sim
CORDEIRO;Ministério Amor e Adoração;Ministério Amor e Adoração;A;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cordeiro/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cordeiro/;;Fração do pão;Sim
CORDEIRO DE DEUS;Ministério Amor e Adoração;Ministério Amor e Adoração;G;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cordeiro-de-deus/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cordeiro-de-deus/;;Fração do pão - Cordeiro de Deus;Sim
CORDEIRO DE DEUS - REPETE;Thiago Garcia;Músicas Católicas;E;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus/cordeiro-repete.html;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus/cordeiro-repete.html;;"Cordeiro de Deus da Missa; versão responsorial/repetida.";Sim
CORDEIRO DE DEUS - VERSÃO EM C;"Marcelo Oliveira; Thiago Garcia; Missal Romano; Músicas Católicas";Músicas Católicas;C;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-7/;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-7/;;"Cordeiro de Deus da Missa; versão em C preservando a fórmula litúrgica.";Sim
CORDEIRO DE DEUS - VERSÃO EM C (THIAGO GARCIA);"Thiago Garcia; Missal Romano";Músicas Católicas;C;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-9/;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-9/;;"Cordeiro de Deus da Missa; texto do Missal Romano.";Sim
CORDEIRO DE DEUS - VERSÃO EM G;Músicas Católicas;Católicas;G;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/catolicas-2/cordeiro-de-deus/;https://www.cifraclub.com.br/catolicas-2/cordeiro-de-deus/;;"Cordeiro de Deus da Missa; duas invocações de piedade e conclusão com Dai-nos a paz.";Sim
CORDEIRO DE DEUS CLÁSSICO;Músicas Católicas;Músicas Católicas;G;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-classico/;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-classico/;;"Cordeiro de Deus da Missa; versão tradicional em G.";Sim
CORDEIRO DE DEUS I;Músicas Católicas;Músicas Católicas;Dm;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-i/;https://www.cifraclub.com.br/catolicas/cordeiro-de-deus-i/;;"Cordeiro de Deus da Missa; fórmula concisa com duas invocações de piedade e uma de paz.";Sim
COROAÇÃO DE NOSSA SENHORA;Adriana Arydes;Adriana Arydes;;MARIANA;Mariana;https://www.cifraclub.com.br/adriana/coroacao-de-nossa-senhora/;https://www.cifraclub.com.br/adriana/coroacao-de-nossa-senhora/;;Coroação / devoção mariana;Sim
CRISTO RESSUSCITOU, ALELUIA;Ministério Amor e Adoração;Ministério Amor e Adoração;;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cristo-ressuscitou-aleluia/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/cristo-ressuscitou-aleluia/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Cristo+Ressuscitou,+Aleluia;Aclamação / Palavra;Sim
CRISTO, PÃO DOS POBRES;Pe. José Freitas Campos;Pe. José Freitas Campos;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=xfCTs4rXrFU;Entrada / Corpus Christi;Sim
CUIDA DE MIM;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/cuida-de-mim/;https://www.cifraclub.com.br/davidson-silva/cuida-de-mim/;https://www.youtube.com/results?search_query=Davidson+Silva+Cuida+de+Mim;Pós-comunhão / oração / ação de graças;Sim
CUIDAS DE MIM;Padre Fábio de Melo;Padre Fábio de Melo;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/pe-fabio-de-melo/cuidas-de-mim/;https://www.cifraclub.com.br/pe-fabio-de-melo/cuidas-de-mim/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Cuidas+De+Mim;Pós-comunhão / oração / ação de graças;Sim
CÍRIO OUTRA VEZ;Padre Fábio de Melo;Padre Fábio de Melo;;MARIANA;Mariana;https://www.cifraclub.com.br/pe-fabio-de-melo/cirio-outra-vez/;https://www.cifraclub.com.br/pe-fabio-de-melo/cirio-outra-vez/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Círio+Outra+Vez;Mariana;Sim
DAI-NOS A BÊNÇÃO, Ó MÃE QUERIDA;Repertório católico tradicional;Músicas Católicas;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+DAI-NOS+A+B%C3%8AN%C3%87%C3%83O%2C+%C3%93+M%C3%83E+QUERIDA;Mariana / bênção e devoção;Sim
DAI-NOS A PAZ;Comunidade Católica Shalom;Comunidade Católica Shalom;F#m;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/dai-nos-a-paz/;https://www.cifraclub.com.br/comunidade-catolica-shalom/dai-nos-a-paz/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Dai-nos+a+Paz;Pós-comunhão / oração / ação de graças;Sim
DE MÃOS ESTENDIDAS;Irmã Salete;Músicas Católicas;Ebm;OFERTORIO;Apresentação das Oferendas;https://www.cifraclub.com.br/catolicas/de-maos-estendida/;https://www.cifraclub.com.br/catolicas/de-maos-estendida/;https://www.youtube.com/watch?v=z8v0Au78g-4;Apresentação das oferendas / Criação, pão, vinho e vida;Sim
DE PAZ SÃO MEUS PENSAMENTOS;;;;ENTRADA;Entrada;;;;Entrada / antífona;Sim
DE TI PRECISO;Gilson da Silva Pupo Azevedo;Frei Gilson;F;ADORACAO;Adoração;https://www.letras.mus.br/frei-gilson/3448547/;https://www.cifraclub.com.br/frei-gilson/de-ti-preciso/;;Adoração / oração;Sim
DE TODOS CANTOS VIEMOS;;;;ENTRADA;Entrada;;;;Entrada / assembleia;Sim
DEIXA DEUS SONHAR EM TI;Frei Gilson;Frei Gilson;Bm;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.letras.mus.br/frei-gilson/3702207/;https://www.cifraclub.com.br/frei-gilson/deixa-deus-sonhar-em-ti/;;Reflexão / pós-comunhão;Sim
DERRAMA SOBRE NÓS;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/derrama-sobre-nos/;https://www.cifraclub.com.br/cancao-nova/derrama-sobre-nos/;https://www.youtube.com/results?search_query=Canção+Nova+Derrama+Sobre+Nós;Pós-comunhão / oração / ação de graças;Sim
DESPERTA;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/desperta/;https://www.cifraclub.com.br/davidson-silva/desperta/;https://www.youtube.com/results?search_query=Davidson+Silva+Desperta;Pós-comunhão / oração / ação de graças;Sim
DEUS DE AMOR;"Pe. Josmar Braga; música: José Alves";CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=cwhkYfcVsW4;Louvor final / Corpus Christi / adoração;Sim
DEUS DE AMOR NÓS TE ADORAMOS;CNBB / Música Litúrgica;CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=hWusDIVCD4Y;Louvor final / Corpus Christi / adoração;Sim
DEUS ENVIOU AOS NOSSOS CORAÇÕES;Paulo Neto;Paulo Neto;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=AyYzfppRLpY;Comunhão / Santíssima Trindade;Sim
DEUS ESTÁ NO CONTROLE;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/deus-esta-no-controle/;https://www.cifraclub.com.br/adriana/deus-esta-no-controle/;https://www.youtube.com/results?search_query=Adriana+Arydes+Deus+Está+no+Controle;Pós-comunhão / oração / ação de graças;Sim
DEUS EXISTE;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/deus-existe/;https://www.cifraclub.com.br/cancao-nova/deus-existe/;https://www.youtube.com/results?search_query=Canção+Nova+Deus+Existe;Pós-comunhão / oração / ação de graças;Sim
DEUS HABITA;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/deus-habita/;https://www.cifraclub.com.br/cancao-nova/deus-habita/;https://www.youtube.com/results?search_query=Canção+Nova+Deus+Habita;Pós-comunhão / oração / ação de graças;Sim
DEUS INFINITO;CNBB / Música Litúrgica;CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=z6Ta9Ca3haw;Louvor final / Corpus Christi;Sim
DEUS É FIEL;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/deus-e-fiel/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/deus-e-fiel/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Deus+É+Fiel;Pós-comunhão / oração / ação de graças;Sim
DIA DE CELEBRAR;Canção Nova;Canção Nova;;ENTRADA;Entrada;https://www.cifraclub.com.br/cancao-nova/dia-de-celebrar/;https://www.cifraclub.com.br/cancao-nova/dia-de-celebrar/;https://www.youtube.com/results?search_query=Canção+Nova+Dia+de+Celebrar;Entrada / acolhida da assembleia;Sim
DIA DE FESTA;Canção Nova;Canção Nova;;ENTRADA;Entrada;https://www.cifraclub.com.br/cancao-nova/dia-de-festa/;https://www.cifraclub.com.br/cancao-nova/dia-de-festa/;https://www.youtube.com/results?search_query=Canção+Nova+Dia+de+Festa;Entrada / acolhida da assembleia;Sim
DIANTE DE TI;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/diante-de-ti/;https://www.cifraclub.com.br/davidson-silva/diante-de-ti/;https://www.youtube.com/results?search_query=Davidson+Silva+Diante+de+Ti;Pós-comunhão / oração / ação de graças;Sim
DIANTE DO REI;Padre Fábio de Melo;Padre Fábio de Melo;;ADORACAO;Adoração;https://www.cifraclub.com.br/pe-fabio-de-melo/diante-do-rei/;https://www.cifraclub.com.br/pe-fabio-de-melo/diante-do-rei/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Diante+do+Rei;Adoração;Sim
DIANTE DO TEU ALTAR;Canção Nova;Canção Nova;;OFERTORIO;Apresentação das Oferendas;https://www.cifraclub.com.br/cancao-nova/diante-do-teu-altar/;https://www.cifraclub.com.br/cancao-nova/diante-do-teu-altar/;https://www.youtube.com/results?search_query=Canção+Nova+Diante+Do+Teu+Altar;Apresentação das oferendas;Sim
DIGNO;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/digno/;https://www.cifraclub.com.br/davidson-silva/digno/;https://www.youtube.com/results?search_query=Davidson+Silva+Digno;Pós-comunhão / oração / ação de graças;Sim
DIVINO CORAÇÃO;Comunidade Católica Shalom;Comunidade Católica Shalom;Bb;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/divino-coracao/;https://www.cifraclub.com.br/comunidade-catolica-shalom/divino-coracao/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Divino+Coração;Pós-comunhão / oração / ação de graças;Sim
DIVINO ESPOSO;Ministério Missionário Shalom;Ministério Missionário Shalom;A;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/missionario-shalom/divino-esposo/;https://www.cifraclub.com.br/missionario-shalom/divino-esposo/;https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Divino+Esposo;Pós-comunhão / oração / ação de graças;Sim
DIÁRIO DE MARIA;Adriana Arydes;Adriana Arydes;;MARIANA;Mariana;https://www.cifraclub.com.br/adriana/diario-de-maria/;https://www.cifraclub.com.br/adriana/diario-de-maria/;;Mariana;Sim
DO CÉU DESCEU A CHUVA;"D. Marcos Barbosa; Maximiliano Hellmann";CNBB / Música Litúrgica;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=RBy06HNc7uY;Comunhão / alimento vindo do céu;Sim
DO SEU POVO ELE É A FORÇA;;;;ENTRADA;Entrada;;;;Entrada / confiança no Senhor;Sim
DOCE JESUS;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/doce-jesus/;https://www.cifraclub.com.br/adriana/doce-jesus/;https://www.youtube.com/results?search_query=Adriana+Arydes+Doce+Jesus;Pós-comunhão / oração / ação de graças;Sim
DOCE MÃE;Comunidade Católica Shalom;Comunidade Católica Shalom;;MARIANA;Mariana;https://www.cifraclub.com.br/comunidade-catolica-shalom/doce-mae/;https://www.cifraclub.com.br/comunidade-catolica-shalom/doce-mae/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Doce+Mãe;Mariana;Sim
DOCE PRESENÇA;Comunidade Católica Shalom;Comunidade Católica Shalom;;ADORACAO;Adoração;;;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+DOCE+PRESEN%C3%87A;Adoração / presença de Deus;Sim
DOIS ABISMOS;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/dois-abismos/;https://www.cifraclub.com.br/comunidade-catolica-shalom/dois-abismos/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Dois+Abismos;Pós-comunhão / oração / ação de graças;Sim
DONS;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/dons/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/dons/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Dons;Pós-comunhão / oração / ação de graças;Sim
EIS A PROCISSÃO DO REI, NOSSO DEUS;Reginaldo Veloso;CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;https://www.youtube.com/watch?v=g_ijkjxh0HA;Apresentação das oferendas / Pentecostes / Ascensão;Sim
EIS JESUS, O PÃO DA VIDA;Prof. Saraiva;CNBB / Música Litúrgica;;COMUNHAO;Comunhão;;;;Comunhão / Jesus, Pão da Vida;Sim
EIS ME AQUI;Ministério Missionário Shalom;Ministério Missionário Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/missionario-shalom/eis-me-aqui/;https://www.cifraclub.com.br/missionario-shalom/eis-me-aqui/;https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Eis+Me+Aqui;Pós-comunhão / oração / ação de graças;Sim
